,name,rating,reviews,company_type,Head_Quarters,Company_Age
3932,BDR Pharmaceutic...,3.9,(160 Reviews),Private,"Mumbai,Maharashtra + 11 more",21 years old
3933,Orion Innovation,3.8,(160 Reviews),Private,New Jersey + 9 more,30 years old
3934,Travelex,3.5,(159 Reviews),Private,London + 6 more,47 years old
3935,Compunnel,4.0,(159 Reviews),Private,"Plainsboro Township,New Jersey + 8 more",29 years old
3936,UNICEF,4.1,(159 Reviews),Private,"New York,Newyork + 41 more",77 years old
3937,Nippon Express,4.2,(159 Reviews),Public,"Tokyo,Tokyo + 25 more",76 years old
3938,Kamineni Hospita...,3.7,(159 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",28 years old
3939,RND Softech,3.7,(159 Reviews),Private,"Coimbatore,Tamil Nadu + 1 more",24 years old
3940,PaySquare Consul...,4.1,(159 Reviews),Private,"Pune,Maharashtra + 7 more",23 years old
3941,UGC Supply Chain...,3.7,(159 Reviews),Private,"Pune,Maharashtra + 17 more",24 years old
3942,Kinetic Engineer...,3.6,(159 Reviews),Public,"Pune,Maharashtra + 8 more",53 years old
3943,HomeShop18,4.0,(159 Reviews),Private,"Noida,Uttar Pradesh + 11 more",15 years old
3944,Vashi Integrated...,4.1,(159 Reviews),Private,"Mumbai,Maharashtra + 17 more",45 years old
3945,Wanbury,3.4,(159 Reviews),Public,"Mumbai,Maharashtra + 20 more",35 years old
3946,Shivani Locks,3.5,(159 Reviews),Private,"Faridabad,Haryana + 5 more",35 years old
3947,Zee Media Corpor...,3.7,(159 Reviews),Public,"Noida,Uttar Pradesh + 14 more",24 years old
3948,Towell Engineeri...,3.8,(159 Reviews),Muscat + 8 more,22 years old,51-200 Employees (India)
3949,Radium Creation,3.7,(159 Reviews),Private,Navi Mumbai + 4 more,32 years old
3950,Purplle.com,3.9,(159 Reviews),Private,"Mumbai,Maharashtra + 11 more",12 years old
3951,TATWA Technologi...,3.7,(159 Reviews),Private,"Bhubaneswar,Odisha + 6 more",21 years old
3952,Trivitron Health...,3.8,(159 Reviews),Private,Chennai + 15 more,26 years old
3953,Cogencis Informa...,3.9,(159 Reviews),Private,Mumbai + 5 more,16 years old
3954,Niine,3.9,(159 Reviews),"Gurgaon,Haryana + 44 more",5 years old,51-200 Employees (India)
3955,Civica India,4.0,(159 Reviews),Private,"London,United Kingdom",22 years old
3956,Som Autotech,3.6,(159 Reviews),Private,Aurangabad + 9 more,12 years old
3957,Chandan Steel,3.4,(159 Reviews),Public,"Mumbai,Maharashtra + 11 more",54 years old
3958,Sakata Inx,4.1,(159 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",103 years old
3959,Apollo Gleneagle...,4.1,(159 Reviews),Private,"Kolkata,West Bengal",20 years old
3960,ESAF CO-OPERATIV...,3.6,(159 Reviews),"Thrissur,Kerala + 70 more",31 years old,10k-50k Employees (India)
3961,Vini Cosmetics,4.0,(159 Reviews),Private,"Ahmedabad,Gujarat + 43 more",14 years old
3962,Ict Sms,3.6,(159 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old
3963,Classplus,3.3,(159 Reviews),Private,"Noida,Uttar Pradesh + 13 more",8 years old
3964,Stellantis,3.4,(159 Reviews),Chennai + 6 more,1k-5k Employees (India),
3965,Amelia Global Se...,3.1,(159 Reviews),Bengaluru/Bangalore + 2 more,,
3966,Diverse Lynx,3.6,(159 Reviews),LLC,"Princeton,New Jersey + 9 more",21 years old
3967,Konica Minolta,4.1,(158 Reviews),Private,"Gurgaon/Gurugram,Haryana + 26 more",23 years old
3968,E2logy Software ...,4.7,(158 Reviews),Private,"Ahmedabad,Gujarat + 1 more",18 years old
3969,Scope eKnowledge...,3.5,(158 Reviews),Private,"Chennai,Tamil Nadu + 4 more",36 years old
3970,Kalyani Forge,3.1,(158 Reviews),Public,"Pune,Maharashtra + 1 more",44 years old
3971,VisionTek,3.9,(158 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 18 more",30 years old
3972,Teleindia Networ...,4.0,(158 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 17 more",17 years old
3973,GITAM University,4.1,(158 Reviews),Private,Visakhapatnam + 5 more,43 years old
3974,TomTom,4.2,(158 Reviews),Public,"Amsterdam,North Holland",32 years old
3975,Ck Birla Hospita...,4.0,(158 Reviews),Private,Kolkata + 2 more,54 years old
3976,Netenrich Techno...,3.9,(158 Reviews),Private,"San Jose,California + 4 more",19 years old
3977,Kanwar Enterpris...,3.4,(158 Reviews),Noida + 20 more,26 years old,201-500 Employees (India)
3978,Shreya Life Scie...,3.4,(158 Reviews),Private,"Mumbai,Maharashtra + 30 more",22 years old
3979,Onicra Credit Ra...,3.0,(158 Reviews),Public,"Delhi/NCR,New Delhi + 31 more",30 years old
3980,ShopX,4.3,(158 Reviews),Private,"Bangalore,Karnataka + 26 more",8 years old
3981,Yellow Diamond,4.2,(158 Reviews),Public,"Indore,Madhya Pradesh + 37 more",14 years old
3982,Vishay Component...,4.1,(158 Reviews),Private,"Search ResultsWeb ResultsMalvern,Pennsylvania + 4 more",61 years old
3983,PowerSchool Indi...,4.0,(158 Reviews),Private,"Folsom,California + 1 more",16 years old
3984,Integrated Wirel...,3.7,(158 Reviews),Private,Noida + 32 more,19 years old
3985,bhanzu,3.6,(158 Reviews),"Hyderabad,Telangana + 1 more",3 years old,201-500 Employees (India)
3986,Teachnook,3.6,(158 Reviews),Bengaluru/Bangalore + 1 more,2 years old,201-500 Employees (India)
3987,Ascent Consultin...,3.7,(157 Reviews),Private,Bengaluru + 8 more,21 years old
3988,Lapiz Digital Se...,3.3,(157 Reviews),Private,"Chennai,Tamil Nadu + 2 more",24 years old
3989,Lapiz Digital Se...,3.3,(157 Reviews),Private,"Chennai,Tamil Nadu + 2 more",24 years old
3990,Casio India Comp...,2.8,(157 Reviews),Private,"Delhi/NCR,New Delhi + 19 more",27 years old
3991,Sraco,4.1,(157 Reviews),Private,Dammam + 13 more,41 years old
3992,The Fern Residen...,3.9,(157 Reviews),Private,"Mumbai,Maharashtra + 34 more",14 years old
3993,BMW,4.2,(157 Reviews),Private,Munich + 28 more,107 years old
3994,Impresario Enter...,3.9,(157 Reviews),Private,Mumbai + 13 more,22 years old
3995,MBL Infrastructu...,3.9,(157 Reviews),Public,"Delhi/NCR,Delhi + 16 more",28 years old
3996,Nisa Industrial ...,4.2,(157 Reviews),Private,"Mumbai,Maharashtra + 32 more",50 years old
3997,e-Procurement Te...,3.4,(157 Reviews),Private,"Ahmedabad,Gujarat + 15 more",17 years old
3998,Sun Vacuum Forme...,4.0,(157 Reviews),Private,"Delhi/NCR,Delhi + 5 more",37 years old
3999,Equinox Labs,3.9,(157 Reviews),Private,"Mumbai,Maharashtra + 9 more",18 years old
4000,Ritz-Carlton,4.4,(157 Reviews),Private,Maryland + 13 more,40 years old
4001,Qentelli,4.4,(157 Reviews),Private,"Dallas,TX",8 years old
4002,Ninestars Inform...,3.5,(157 Reviews),Private,"Bangalore,Karnataka + 8 more",24 years old
4003,Microlink Soluti...,3.6,(157 Reviews),Private,"Ahmedabad,Gujarat + 16 more",27 years old
4004,Piramal Foundati...,4.1,(157 Reviews),NGO/NPO,Mumbai + 40 more,15 years old
4005,GE Transportatio...,4.2,(157 Reviews),Public,"Pittsburgh,Pennsylvania + 9 more",116 years old
4006,Outworx Solution...,3.5,(157 Reviews),Private,"San Jose,California + 15 more",20 years old
4007,Accutest Researc...,3.9,(157 Reviews),Private,"Navi Mumbai,Maharashtra + 4 more",25 years old
4008,Special Technica...,4.2,(157 Reviews),Private,Muscat + 9 more,43 years old
4009,Kolkata Bazaar,4.1,(157 Reviews),Private,"Kolkata,West Bengal + 31 more",21 years old
4010,Della Adventure ...,3.9,(156 Reviews),Private,Lonavla + 10 more,32 years old
4011,Health & Glow,4.2,(156 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",26 years old
4012,MAN Truck & Bus,3.8,(156 Reviews),Private,"Munich,Munich + 15 more",265 years old
4013,Ciron Drugs & Ph...,3.2,(156 Reviews),Private,"Mumbai,Maharashtra + 9 more",33 years old
4014,Saudi Electricit...,4.5,(156 Reviews),Private,"Riyadh,Riyadh + 14 more",23 years old
4015,Mindlance,4.1,(156 Reviews),Private,"Union,New Jersey + 6 more",24 years old
4016,NXP Semiconducto...,4.0,(156 Reviews),Public,Eindhoven + 6 more,54 years old
4017,Concorde Motors,4.4,(156 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 11 more",51 years old
4018,Indian Institute...,4.3,(156 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",114 years old,501-1k Employees (India)
4019,General Energy M...,3.7,(156 Reviews),Private,"Noida,Uttar Pradesh + 34 more",24 years old
4020,Blowhorn,4.1,(156 Reviews),"Bangalore,Karnataka + 14 more",9 years old,501-1k Employees (India)
4021,Impact Guru,2.8,(156 Reviews),Private,"Mumbai,Maharashtra + 8 more",9 years old
4022,Sir Hn Reliance ...,4.0,(156 Reviews),Private,"Mumbai,Maharashtra + 3 more",98 years old
4023,Ketto,4.3,(156 Reviews),Private,"Mumbai,Maharashtra + 2 more",11 years old
4024,SBI Capital Mark...,3.4,(156 Reviews),Public,"Mumbai,Maharashtra + 49 more",37 years old
4025,VHS Consulting,3.5,(156 Reviews),Private,Pleasanton + 11 more,14 years old
4026,Ensono,4.2,(156 Reviews),Private,"Downers Grove,Illinois + 5 more",54 years old
4027,Grant Thornton B...,3.7,(156 Reviews),LLP,"New Delhi,Delhi + 16 more",88 years old
4028,Ikya Human Capit...,4.1,(156 Reviews),Gurgaon/Gurugram + 50 more,,
4029,GlobalStep,3.4,(155 Reviews),Private,"Dallas,Texas + 2 more",16 years old
4030,OnMobile Global,4.0,(155 Reviews),Private,Bangalore + 11 more,23 years old
4031,Vinati Organics,3.8,(155 Reviews),Public,"Mumbai,Maharashtra + 8 more",34 years old
4032,Webkul Software,4.0,(155 Reviews),Private,"Noida,Uttar Pradesh + 3 more",13 years old
4033,Barmalt Malting,3.8,(155 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",56 years old
4034,Dbs Mintek,3.2,(155 Reviews),Pune + 12 more,15 years old,1k-5k Employees (India)
4035,CANTABIL RETAIL ...,4.1,(155 Reviews),Public,"Delhi/NCR,New Delhi + 46 more",23 years old
4036,Duroflex,4.2,(155 Reviews),Bangalore + 30 more,60 years old,501-1k Employees (India)
4037,Softtek,4.2,(155 Reviews),Private,"Monterrey,Nuevo Leon + 4 more",41 years old
4038,Ushodaya Enterpr...,3.9,(155 Reviews),Private,Hyderabad + 23 more,49 years old
4039,Klaus IT Solutio...,3.8,(155 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",12 years old
4040,Ozone Pharmaceut...,3.5,(155 Reviews),Private,New Delhi + 13 more,32 years old
4041,Paperchase Accou...,3.7,(155 Reviews),Private,New York + 2 more,34 years old
4042,Aegis Logistics,3.7,(155 Reviews),Public,"Mumbai,Maharashtra + 21 more",67 years old
4043,PIT Solutions,4.6,(155 Reviews),Private,Rapperswil-Jona,23 years old
4044,RMC Readymix,4.2,(155 Reviews),Private,"Mumbai,Maharashtra + 36 more",27 years old
4045,Aspiro Pharma,3.8,(155 Reviews),Private,"Bangalore,Karnataka",11 years old
4046,Birla white,4.0,(155 Reviews),Private,Mumbai + 50 more,35 years old
4047,Guiltfree Indust...,3.6,(155 Reviews),Public,"Kolkata,West Bengal + 36 more",7 years old
4048,Confederation of...,3.3,(155 Reviews),Private,"Delhi/NCR,New Delhi + 28 more",128 years old
4049,Zeta,3.4,(155 Reviews),Private,"Bangalore,Karnataka + 10 more",8 years old
4050,CBSI,4.0,(155 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",25 years old
4051,Balajee Group,3.9,(155 Reviews),Private,"Mumbai,Maharashtra + 27 more",20 years old
4052,BDO,3.5,(155 Reviews),Public,"Mumbai,Maharashtra + 22 more",60 years old
4053,State Street Glo...,3.9,(155 Reviews),Private,"Boston,Massachusetts + 3 more",45 years old
4054,Gopal Snacks,3.8,(155 Reviews),"Rajkot,Gujarat + 30 more",29 years old,201-500 Employees (India)
4055,Chhatrapati Shiv...,3.9,(155 Reviews),Public,"Mumbai,Maharashtra + 5 more",17 years old
4056,SEED Infotech,3.7,(154 Reviews),Public,"Pune,Maharashtra + 14 more",29 years old
4057,ICICI Direct,3.8,(154 Reviews),Private,Mumbai + 49 more,28 years old
4058,PMT Machines,3.3,(154 Reviews),Private,Pune + 8 more,62 years old
4059,Olympus,4.0,(154 Reviews),Private,"Tokyo,Tokyo-to + 15 more",13 years old
4060,Indo Amines,3.4,(154 Reviews),Public,"Thane,Maharashtra + 5 more",44 years old
4061,Milk Mantra Dair...,3.7,(154 Reviews),Private,"Bhubaneswar,Odisha + 14 more",14 years old
4062,Hotel Park Plaza,4.3,(154 Reviews),Private,London + 15 more,37 years old
4063,Global Calcium,3.7,(154 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",53 years old
4064,Ibis,4.1,(154 Reviews),Private,Gurgaon/Gurugram + 21 more,1-10 Employees (India)
4065,Axis Finance,4.0,(154 Reviews),Private,"Mumbai,Maharashtra + 43 more",28 years old
4066,National Institu...,4.2,(154 Reviews),Public,New Delhi + 23 more,16 years old
4067,Singareni Collie...,4.2,(154 Reviews),Private,Hyderabad + 15 more,103 years old
4068,Skillmine Techno...,4.2,(154 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",12 years old
4069,SEW Infrastructu...,4.1,(154 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 17 more",63 years old
4070,Eastern Software...,3.2,(154 Reviews),Private,"Noida,Uttar Pradesh + 6 more",33 years old
4071,Bose,4.4,(154 Reviews),Private,"Framingham,Massachusetts + 25 more",59 years old
4072,Freecharge,3.9,(154 Reviews),Private,"Gurgaon,Haryana + 17 more",13 years old
4073,Livguard Energy ...,4.3,(154 Reviews),Private,"Gurgaon/Gurugram,Haryana + 36 more",9 years old
4074,Pharmarack Techn...,3.8,(154 Reviews),Private,"Pune,Maharashtra + 22 more",8 years old
4075,Acg Pam Pharma T...,4.0,(154 Reviews),Private,"Mumbai,Maharashtra + 7 more",59 years old
4076,Weatherford,4.2,(154 Reviews),Private,"Houston,Texas + 15 more",82 years old
4077,Resonance Eduven...,3.9,(154 Reviews),Public,"Kota,Rajasthan + 32 more",22 years old
4078,Cadsys,4.2,(154 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",34 years old
4079,Acg Pam Pharma T...,4.0,(154 Reviews),Private,"Mumbai,Maharashtra + 7 more",59 years old
4080,Indo Amines,3.4,(154 Reviews),Public,"Thane,Maharashtra + 5 more",44 years old
4081,TRF,3.6,(153 Reviews),Public,"Jamshedpur,Jharkhand + 13 more",61 years old
4082,TAL Manufacturin...,3.8,(153 Reviews),Private,"Pune,Maharashtra + 3 more",23 years old
4083,Toyota Material ...,3.9,(153 Reviews),Private,"Gurgaon/Gurugram,Haryana + 19 more",67 years old
4084,Plastic Omnium,3.7,(153 Reviews),Private,Levallois-Perret + 7 more,77 years old
4085,Zamil Steel Buil...,4.0,(153 Reviews),Private,"Pune,Maharashtra + 14 more",15 years old
4086,Carzonrent,3.5,(153 Reviews),Private,"Delhi,NCT + 13 more",23 years old
4087,Srei Sahaj e-Vil...,3.9,(153 Reviews),Private,"Kolkata,West Bengal + 30 more",15 years old
4088,JNET Technologie...,4.3,(153 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 20 more",16 years old
4089,Shalina Healthca...,3.2,(153 Reviews),"Dubai,Dubai + 6 more",38 years old,201-500 Employees (India)
4090,SA Infrastructur...,3.9,(153 Reviews),Private,"Noida,Uttar Pradesh + 33 more",18 years old
4091,Balaji Enterpris...,4.0,(153 Reviews),Private,"Mumbai,Maharashtra + 49 more",32 years old
4092,Mol Information ...,4.0,(153 Reviews),Private,Kolkata + 5 more,26 years old
4093,Nabard Financial...,4.4,(153 Reviews),Public,Bengaluru + 66 more,14 years old
4094,Compuage Infocom,3.9,(153 Reviews),Public,"Mumbai,Maharashtra + 36 more",36 years old
4095,Advids,3.7,(153 Reviews),Private,Palo Alto + 9 more,14 years old
4096,All India Radio,4.2,(153 Reviews),Private,"Delhi/NCR,New Delhi + 58 more",93 years old
4097,Gartner,4.3,(153 Reviews),Public,"Stamford,Connecticut + 10 more",44 years old
4098,Agilent Technolo...,4.4,(153 Reviews),Gurgaon/Gurugram + 6 more,,
4099,Apcer Life Scien...,3.4,(153 Reviews),"Princeton,New Jersey",16 years old,51-200 Employees (India)
4100,Hurix Systems,3.3,(153 Reviews),Private,"Mumbai,Maharashtra + 3 more",23 years old
4101,Rainbow Hospital,3.9,(153 Reviews),Private,Hyderabad + 9 more,24 years old
4102,L&T Transportati...,4.6,(153 Reviews),Mumbai + 24 more,5k-10k Employees (India),
4103,MAN Energy Solut...,3.8,(153 Reviews),Augsburg + 6 more,13 years old,201-500 Employees (India)
4104,Ceragon Networks,4.2,(152 Reviews),Private,"Tel Aviv,Tel Aviv + 26 more",27 years old
4105,Petron Engineeri...,4.2,(152 Reviews),Public,"Mumbai,Maharashtra + 25 more",47 years old
4106,DST Worldwide Se...,3.9,(152 Reviews),Hyderabad/Secunderabad + 3 more,,
4107,Amec Foster Whee...,3.8,(152 Reviews),Private,Aberdeen + 12 more,41 years old
4108,Kraft Heinz Comp...,4.5,(152 Reviews),Private,"Mumbai,Maharashtra + 27 more",29 years old
4109,Trantor,3.6,(152 Reviews),Private,Menlo Park + 2 more,11 years old
4110,Star Engineers I...,3.4,(152 Reviews),Private,"Pune,Maharashtra + 7 more",35 years old
4111,New Allenberry W...,3.7,(152 Reviews),Private,"Faridabad,Haryana + 6 more",52 years old
4112,Archirodon,4.4,(152 Reviews),Private,"Dordrecht,South Holland + 12 more",64 years old
4113,VSynergize Outso...,4.0,(152 Reviews),Private,"Boston,MA",22 years old
4114,The Institute Of...,4.2,(152 Reviews),New Delhi + 39 more,74 years old,51-200 Employees (India)
4115,Escalon Business...,3.9,(152 Reviews),Private,"Mohali,Punjab + 2 more",17 years old
4116,Walsons Facility...,3.9,(152 Reviews),Private,"Gurgaon/Gurugram,Haryana + 23 more",27 years old
4117,J.M Baxi & Co,3.8,(152 Reviews),Private,"Mumbai,Maharashtra + 21 more",107 years old
4118,MITA,3.7,(152 Reviews),Private,Cambridge + 5 more,24 years old
4119,International Tr...,4.1,(152 Reviews),Public,"Gurgaon/Gurugram,Haryana + 16 more",42 years old
4120,Edac Engineering,3.7,(152 Reviews),Private,"Chennai,Tamil Nadu + 14 more",36 years old
4121,Raj Petro Specia...,4.0,(152 Reviews),Private,"Mumbai,Maharashtra + 17 more",81 years old
4122,Normet,4.0,(152 Reviews),Private,"Espoo,Southern Finland + 14 more",61 years old
4123,Can Fin Homes,3.7,(152 Reviews),Public,Bangalore + 54 more,36 years old
4124,Future Consumer,4.3,(152 Reviews),Public,"Mumbai,Maharashtra + 25 more",27 years old
4125,Varmora Granito,4.3,(152 Reviews),Private,"Mumbai,Maharashtra + 43 more",30 years old
4126,Ratna Sagar,4.0,(152 Reviews),Private,"Delhi/NCR,Delhi + 19 more",41 years old
4127,LKQ INDIA,4.0,(152 Reviews),Private,"Chicago,Illinois + 1 more",25 years old
4128,Indigo Paints,4.1,(152 Reviews),Private,"Pune,Maharashtra + 44 more",23 years old
4129,Freelancer.com,4.3,(152 Reviews),"Delhi,NCT + 28 more",12 years old,10k-50k Employees (India)
4130,Continuum Manage...,4.0,(151 Reviews),Private,"Tampa,Florida + 3 more",18 years old
4131,Cenveo Publisher...,3.5,(151 Reviews),Private,"Richmond,Verginia + 5 more",20 years old
4132,Annalect,3.9,(151 Reviews),Private,"New York,New York + 6 more",13 years old
4133,Tbea Energy,4.0,(151 Reviews),Private,"Karjan,Gujrat + 12 more",13 years old
4134,Nalco,4.1,(151 Reviews),Private,"Bhubaneswar,Odisha + 10 more",42 years old
4135,IFB Automotive,3.9,(151 Reviews),Private,Bangalore + 10 more,49 years old
4136,Lokesh Machines,3.9,(151 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",40 years old
4137,Oncquest Laborat...,3.9,(151 Reviews),Private,"Delhi/NCR,Delhi + 19 more",23 years old
4138,NBCC,4.1,(151 Reviews),Private,"Delhi/NCR,Delhi + 25 more",63 years old
4139,Systopic Laborat...,4.6,(151 Reviews),Private,"Delhi/NCR,Delhi + 37 more",41 years old
4140,BajajSons,3.8,(151 Reviews),Public,"Ludhiana,Punjab + 6 more",38 years old
4141,A.O. Smith,4.2,(151 Reviews),Private,Milwaukee + 30 more,149 years old
4142,Marble Box,3.7,(151 Reviews),Private,Chicago + 4 more,21 years old
4143,Abu Dhabi Nation...,4.2,(151 Reviews),Private,Abu Dhabi + 10 more,47 years old
4144,Dhampur Sugar Mi...,3.5,(151 Reviews),Public,"Delhi/NCR,New Delhi + 14 more",90 years old
4145,Rasna,3.6,(151 Reviews),Private,"Ahmedabad,Gujarat + 33 more",47 years old
4146,Paul Merchants,4.0,(151 Reviews),Public,"Chandigarh,Chandigarh + 52 more",39 years old
4147,Pha India,3.8,(151 Reviews),Private,"Sriperumbudur,Tamil Nadu + 6 more",24 years old
4148,Jay Ushin,3.9,(151 Reviews),Public,"Gurgaon/Gurugram,Haryana + 8 more",64 years old
4149,RG Stone Urology...,4.3,(151 Reviews),Private,"Delhi/NCR,Delhi + 11 more",37 years old
4150,Lam Research,3.9,(151 Reviews),Private,"Fremont,California",43 years old
4151,Gangar Eyenation,4.1,(151 Reviews),Private,"Mumbai,Maharashtra + 15 more",46 years old
4152,KSB Limited - Ir...,3.9,(151 Reviews),Frankenthal + 15 more,1k-5k Employees (India),
4153,Ambit Finvest,4.1,(151 Reviews),Mumbai + 40 more,51-200 Employees (India),
4154,Sai Service,4.2,(151 Reviews),Private,Pune + 24 more,38 years old
4155,Sunil Hitech Eng...,4.0,(151 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 25 more",25 years old
4156,VIKRAN Engineeri...,4.1,(151 Reviews),Private,Thane + 35 more,15 years old
4157,Adroit Synergies,3.6,(151 Reviews),Private,"Noida,Uttar Pradesh + 2 more",8 years old
4158,Fidelis Technolo...,3.8,(151 Reviews),Private,Bengaluru + 21 more,13 years old
4159,Steelman Telecom,3.6,(151 Reviews),Private,"Kolkata,West Bengal + 28 more",37 years old
4160,CityMall,3.5,(151 Reviews),Private,"Gurgaon,Haryana + 16 more",4 years old
4161,Anlitiks,4.9,(151 Reviews),,,
4162,Ebixcash Global ...,3.4,(151 Reviews),Hyderabad/Secunderabad + 14 more,,
4163,Evoke Technologi...,3.8,(150 Reviews),Private,"Dayton,Ohio + 1 more",20 years old
4164,Sukhbir Agro Ene...,3.6,(150 Reviews),Private,"Delhi/NCR,Delhi + 18 more",24 years old
4165,Webtel Electroso...,4.1,(150 Reviews),Private,"Delhi/NCR,Delhi + 10 more",23 years old
4166,Triveni Turbines,4.0,(150 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 10 more",55 years old
4167,Praxis Services,3.3,(150 Reviews),Private,Gurugram + 3 more,12 years old
4168,GlobusSoft,4.4,(150 Reviews),Private,"Bhilai/Bhillai,Chhattisgarh + 3 more",14 years old
4169,GE Capital,4.4,(150 Reviews),Private,Norwalk + 9 more,91 years old
4170,Med Manor Organi...,3.4,(150 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 26 more",25 years old
4171,Reliance Petrole...,3.9,(150 Reviews),Public,Ahemdabad + 28 more,15 years old
4172,APM Terminals,4.6,(150 Reviews),Private,The Hague + 14 more,22 years old
4173,Hill Internation...,4.0,(150 Reviews),Public,"Philadelphia,Pennsylvania + 16 more",47 years old
4174,Indo Nissin Food...,4.2,(150 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 28 more",65 years old
4175,Kronos Solutions,4.1,(150 Reviews),Private,"Lowell,Massachusetts",46 years old
4176,Avalara Technolo...,4.2,(150 Reviews),Private,"Seattle,Washington + 4 more",19 years old
4177,Regency Hospital,4.2,(150 Reviews),Private,"Kanpur,Uttar Pradesh + 4 more",28 years old
4178,FarEye,2.8,(150 Reviews),Private,"Noida,Uttar Pradesh + 2 more",10 years old
4179,Sunera Technolog...,3.7,(150 Reviews),Private,Troy + 2 more,18 years old
4180,Gawar Constructi...,4.1,(150 Reviews),"Gurgaon/Gurugram,Haryana + 24 more",15 years old,501-1k Employees (India)
4181,Qatargas,4.6,(150 Reviews),Doha + 9 more,39 years old,5k-10k Employees (India)
4182,Advanced Micro D...,3.9,(150 Reviews),Private,"Santa Clara,California + 7 more",54 years old
4183,Teamspace Financ...,4.0,(150 Reviews),Private,"Mumbai,Maharashtra + 52 more",19 years old
4184,Novozymes South ...,4.2,(150 Reviews),Private,Bagsværd + 6 more,23 years old
4185,Radnik Exports,4.3,(150 Reviews),Private,"Delhi/NCR,Delhi + 3 more",42 years old
4186,CSM Technologies,4.0,(150 Reviews),Private,"Bhubaneswar,Odisha + 7 more",25 years old
4187,Balrampur Chini ...,4.0,(150 Reviews),Public,"Kolkata,West Bengal + 9 more",48 years old
4188,Bonn group,4.0,(150 Reviews),Private,"Ludhiana,Punjab + 13 more",38 years old
4189,Max Data Entry S...,4.4,(150 Reviews),Kolkata + 17 more,11-50 Employees (India),
4190,Hyva,3.5,(149 Reviews),"Mumbai,Maharashtra + 12 more",44 years old,501-1k Employees (India)
4191,STYLAM Industrie...,3.5,(149 Reviews),Public,"Chandigarh,Chandigarh + 20 more",32 years old
4192,Wings Biotech,3.3,(149 Reviews),Public,"Delhi/NCR,Delhi + 24 more",37 years old
4193,Star Wire India,4.1,(149 Reviews),Private,"Faridabad,Haryana + 1 more",42 years old
4194,Duroshox,3.5,(149 Reviews),Private,Pune + 1 more,36 years old
4195,Inventys Researc...,4.4,(149 Reviews),Private,Mumbai + 2 more,17 years old
4196,Alcatel-Lucent,4.4,(149 Reviews),Public,Boulogne Billancourt Cedex + 18 more,31 years old
4197,Escorts Construc...,4.1,(149 Reviews),Public,"Faridabad,Haryana + 22 more",53 years old
4198,NIKE,4.3,(149 Reviews),Public,"Beaverton,Oregon + 31 more",59 years old
4199,Vedang Radio Tec...,4.1,(149 Reviews),Private,"Mumbai,Maharashtra + 21 more",18 years old
4200,Home Centre,4.2,(149 Reviews),Dubai + 28 more,28 years old,11-50 Employees (India)
4201,Aditya Birla Mem...,3.6,(149 Reviews),Private,Pune + 3 more,20 years old
4202,Magma Housing Fi...,4.2,(149 Reviews),Public,"Kolkata,West Bengal + 56 more",34 years old
4203,Office Beacon,3.4,(149 Reviews),Private,California + 9 more,22 years old
4204,Essae Digitronic...,4.1,(149 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 22 more",27 years old
4205,CignaTTk Health ...,3.9,(149 Reviews),Private,"Mumbai,Maharashtra + 33 more",11 years old
4206,JSG Group,3.5,(149 Reviews),Private,Kundli + 5 more,13 years old
4207,EASi,3.7,(149 Reviews),Private,"Hanover,Maryland + 7 more",42 years old
4208,Aditya Infotech,4.0,(149 Reviews),Private,"Noida,Uttar Pradesh + 32 more",29 years old
4209,Allegis Global S...,3.7,(149 Reviews),Private,Hanover + 9 more,22 years old
4210,Bacardi,4.0,(149 Reviews),Private,"Hamilton,Bermuda + 40 more",161 years old
4211,ABCD,3.8,(149 Reviews),Private,Brooklyn + 31 more,201-500 Employees (India)
4212,Jyoti Structures,3.2,(149 Reviews),Public,Mumbai + 26 more,49 years old
4213,Overnite Express,3.5,(149 Reviews),Private,"Delhi/NCR,Delhi + 33 more",36 years old
4214,Ugro Capital,3.9,(149 Reviews),Public,Mumbai + 46 more,30 years old
4215,HIVELOOP LOGISTI...,4.2,(149 Reviews),Bengaluru/Bangalore + 53 more,,
