,name,rating,reviews,company_type,Head_Quarters,Company_Age
4216,Malabar Group Of...,3.8,(149 Reviews),Private,"Calicut/Kozhikode,Kerala + 34 more",30 years old
4217,Dayal Fertilizer...,4.3,(149 Reviews),Partnership,Meerut + 28 more,44 years old
4218,Koye Pharmaceuti...,3.1,(149 Reviews),Private,"Mumbai,Maharashtra + 23 more",10 years old
4219,Chiripal Industr...,3.4,(149 Reviews),Public,"Ahmedabad,Gujrat + 4 more",51 years old
4220,Arun Excello,3.5,(149 Reviews),Private,"Chennai,Tamil Nadu + 9 more",36 years old
4221,Innoval Digital ...,4.6,(149 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 2 more",26 years old
4222,Enmas O & M Serv...,3.9,(148 Reviews),Private,"Chennai,Tamil Nadu + 19 more",18 years old
4223,ADARSH DEVELOPER...,4.3,(148 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",35 years old
4224,Allergan,3.9,(148 Reviews),Private,Dublin + 22 more,10 years old
4225,Sajjan India,3.8,(148 Reviews),Public,Mumbai + 7 more,118 years old
4226,Ican BPO,4.6,(148 Reviews),Private,Thane + 2 more,14 years old
4227,Sudhir Power,4.0,(148 Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",50 years old
4228,COWI,4.1,(148 Reviews),Private,Lyngby + 3 more,93 years old
4229,Central Tool Roo...,3.9,(148 Reviews),Public,"Bhubaneswar,Odisha + 7 more",47 years old
4230,Ican BPO,4.6,(148 Reviews),Private,Thane + 2 more,14 years old
4231,ADARSH DEVELOPER...,4.3,(148 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",35 years old
4232,S G Encon,3.6,(148 Reviews),Private,Panchkula + 28 more,15 years old
4233,Atmecs Technolog...,3.4,(148 Reviews),Private,"Santa Clara,California + 3 more",10 years old
4234,Enmas O & M Serv...,3.9,(148 Reviews),Private,"Chennai,Tamil Nadu + 19 more",18 years old
4235,Kd Logistics,4.1,(148 Reviews),"Mumbai,Maharashtra + 24 more",18 years old,1k-5k Employees (India)
4236,Oerlikon Grazian...,4.5,(148 Reviews),Private,Pfaffikon + 8 more,117 years old
4237,Vidya Mandir Cla...,3.9,(148 Reviews),Private,New Delhi + 34 more,34 years old
4238,Oriental Aromati...,3.1,(148 Reviews),Public,"Mumbai,Maharashtra + 5 more",68 years old
4239,Everest Spices,4.0,(148 Reviews),Private,"Mumbai,Maharashtra + 30 more",42 years old
4240,Apollo Medskills,4.1,(148 Reviews),JV,"Hyderabad/Secunderabad,Telangana + 23 more",11 years old
4241,Shriram Fortune ...,4.0,(148 Reviews),Private,"Chennai,Tamil Nadu + 71 more",49 years old
4242,Keller Ground En...,4.1,(148 Reviews),Private,London + 16 more,163 years old
4243,Reecomps Teleser...,3.6,(148 Reviews),Private,Allahabad + 30 more,25 years old
4244,Sudhir Power,4.0,(148 Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",50 years old
4245,Ephicacy Lifesci...,4.6,(148 Reviews),Bengaluru/Bangalore + 4 more,51-200 Employees (India),
4246,IndiaCan,4.6,(147 Reviews),Private,"Noida,Uttar Pradesh + 39 more",15 years old
4247,doodleblue innov...,4.3,(147 Reviews),Private,"Chennai,Tamil Nadu",12 years old
4248,Voylla,3.8,(147 Reviews),Private,"Jaipur,Rajasthan + 36 more",11 years old
4249,IREO,4.1,(147 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",19 years old
4250,Century Pulp & P...,4.1,(147 Reviews),Private,"Nainital,Uttarakhand + 11 more",39 years old
4251,SNVA Ventures,3.8,(147 Reviews),Private,Waldorf + 2 more,14 years old
4252,Four Seasons Hot...,4.1,(147 Reviews),Public,"Toronto,Ontario + 16 more",26 years old
4253,Rakon,3.7,(147 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",56 years old
4254,I P Integrated S...,4.5,(147 Reviews),Private,Gurgram + 35 more,12 years old
4255,Narayana Junior ...,3.9,(147 Reviews),Hyderabad + 24 more,44 years old,10k-50k Employees (India)
4256,Aspire Home Fina...,4.0,(147 Reviews),Private,"Mumbai,Maharashtra + 59 more",10 years old
4257,Smart Chip,3.8,(147 Reviews),Private,Noida + 41 more,27 years old
4258,Saudi Oger,4.4,(147 Reviews),Private,Riyadh + 10 more,45 years old
4259,doodleblue innov...,4.3,(147 Reviews),Private,"Chennai,Tamil Nadu",12 years old
4260,Amrutanjan Healt...,4.1,(147 Reviews),Public,"Chennai,Tamil Nadu + 26 more",130 years old
4261,Técnicas Reunida...,4.2,(147 Reviews),Private,"Madrid,Madrid + 13 more",51 years old
4262,Rakon,3.7,(147 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",56 years old
4263,Govt. Medical Co...,4.1,(147 Reviews),Private,Patiala + 44 more,1k-5k Employees (India)
4264,IREO,4.1,(147 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",19 years old
4265,SNVA Ventures,3.8,(147 Reviews),Private,Waldorf + 2 more,14 years old
4266,SEABIRD LOGISOLU...,3.7,(147 Reviews),Public,"Mumbai,Maharashtra + 19 more",18 years old
4267,L. V. Prasad Eye...,4.5,(147 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",36 years old
4268,I P Integrated S...,4.5,(147 Reviews),Private,Gurgram + 35 more,12 years old
4269,Lumino Industrie...,3.6,(147 Reviews),Public,"Kolkata,West Bengal + 19 more",34 years old
4270,K D Hospital,4.6,(147 Reviews),Ahmedabad + 1 more,5 years old,11-50 Employees (India)
4271,Gujarat Co Opera...,4.1,(147 Reviews),Public,Anand + 50 more,77 years old
4272,Fisdom,4.0,(147 Reviews),"Bangalore,Karnataka + 25 more",8 years old,501-1k Employees (India)
4273,Andhra Pradesh S...,4.0,(147 Reviews),Other,Vijayawada + 23 more,9 years old
4274,Cogenthub,3.4,(147 Reviews),Private,"Kolkata,West Bengal + 1 more",7 years old
4275,Amazon Seller Ce...,4.3,(147 Reviews),Hyderabad/Secunderabad + 28 more,10k-50k Employees (India),
4276,Tata Play Fiber,4.2,(147 Reviews),Mumbai + 24 more,51-200 Employees (India),
4277,FCI CCM,4.4,(146 Reviews),"New York,New York + 5 more",64 years old,501-1k Employees (India)
4278,AIG Business Sol...,4.6,(146 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",10 years old
4279,Xylem Water Solu...,4.0,(146 Reviews),Private,"Rye Brook,New York + 12 more",12 years old
4280,S&P Capital IQ,4.3,(146 Reviews),Private,"New York,New York + 2 more",25 years old
4281,CyberSWIFT Infot...,3.9,(146 Reviews),Private,"Worthington,Ohio + 5 more",26 years old
4282,TresVista,3.2,(146 Reviews),Private,"Mumbai,Maharashtra + 6 more",17 years old
4283,Cummins Generato...,4.5,(146 Reviews),Private,Ahmednagar + 15 more,32 years old
4284,Spectraforce Tec...,3.7,(146 Reviews),Private,Raleigh + 8 more,19 years old
4285,Hindustan Foods,3.5,(146 Reviews),Public,"Mumbai,Maharashtra + 17 more",35 years old
4286,Rucha Engineers,3.9,(146 Reviews),Ghaziabad + 7 more,16 years old,501-1k Employees (India)
4287,Annexmed,3.5,(146 Reviews),Private,"Chennai,Tamil Nadu + 3 more",19 years old
4288,Sud Life Insuran...,3.9,(146 Reviews),Navi Mumbai + 64 more,14 years old,1k-5k Employees (Global)
4289,Medline Industri...,4.2,(146 Reviews),Private,"Northfield,Illinois + 2 more",57 years old
4290,Dev Information ...,3.8,(146 Reviews),Public,"Ahmedabad,Gujarat + 26 more",26 years old
4291,Marine Electrica...,3.9,(146 Reviews),Private,"Mumbai,Maharashtra + 12 more",45 years old
4292,NOVO Mediscience...,2.7,(146 Reviews),Mumbai + 16 more,77 years old,201-500 Employees (India)
4293,Konexions Back O...,3.1,(146 Reviews),Private,New Delhi + 7 more,16 years old
4294,Radio Mirchi,3.5,(146 Reviews),Mumbai + 39 more,501-1k Employees (India),
4295,Venus Industrial...,3.9,(146 Reviews),Private,"Faridabad,Haryana + 10 more",51 years old
4296,MUNDRA SOLAR TEC...,4.1,(146 Reviews),Ahmedabad + 9 more,8 years old,201-500 Employees (India)
4297,Livguard,4.1,(146 Reviews),Private,"Gurgaon,Haryana + 20 more",9 years old
4298,Common Service C...,4.2,(146 Reviews),New Delhi + 65 more,14 years old,201-500 Employees (India)
4299,Xrbia Developers,2.7,(146 Reviews),Private,"Pune,Maharashtra + 6 more",11 years old
4300,Government Hospi...,4.2,(146 Reviews),New Delhi + 66 more,,
4301,Structures Onlin...,4.7,(146 Reviews),Partnership,Noida,23 years old
4302,Shipco Transport,3.8,(145 Reviews),Private,"Hoboken,New Jersery + 3 more",35 years old
4303,Red Bull,4.1,(145 Reviews),Private,Fuschl + 34 more,36 years old
4304,Major Brands,3.9,(145 Reviews),Private,"Mumbai,Maharashtra + 13 more",22 years old
4305,A2Z Infraservice...,3.9,(145 Reviews),Public,"Gurgaon/Gurugram,Haryana + 19 more",21 years old
4306,FICO,4.1,(145 Reviews),Private,"San Jose,California + 4 more",67 years old
4307,Protiviti,3.6,(145 Reviews),Private,Menlo Park + 11 more,21 years old
4308,Quest Diagnostic...,3.4,(145 Reviews),Private,"Secaucus,New Jersey + 9 more",56 years old
4309,American Express...,4.0,(145 Reviews),Private,"New York,New York + 11 more",7 years old
4310,Om Innovation Ca...,3.4,(145 Reviews),Private,"Delhi/NCR,Delhi + 8 more",18 years old
4311,Hughes Systique ...,4.0,(145 Reviews),Private,Rockville + 2 more,18 years old
4312,Ultra Engineers,4.0,(145 Reviews),Private,"Pune,Maharashtra + 2 more",32 years old
4313,Electropneumatic...,3.8,(145 Reviews),Private,"Pune,Maharashtra + 2 more",51 years old
4314,Bill Forge,3.8,(145 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",38 years old
4315,Institute of Lan...,4.3,(145 Reviews),Bengaluru + 6 more,22 years old,501-1k Employees (India)
4316,HCL Infotech,4.0,(145 Reviews),Private,Noida + 21 more,32 years old
4317,ExpertCallers,3.7,(145 Reviews),Bengaluru/Bangalore + 4 more,11-50 Employees (India),
4318,Apollo Diagnosti...,4.1,(145 Reviews),Private,Hyderabad + 34 more,8 years old
4319,LEAP India,3.6,(145 Reviews),Private,"Coimbatore,Tamil Nadu + 20 more",10 years old
4320,Asian Heart Inst...,3.6,(145 Reviews),Private,"Mumbai,Maharashtra + 3 more",21 years old
4321,RM Education Sol...,3.8,(145 Reviews),Private,Thiruvananthapuram + 3 more,20 years old
4322,Unicorn Infosolu...,3.7,(145 Reviews),Private,"Mumbai,Maharashtra + 13 more",21 years old
4323,Interarch Buildi...,4.1,(145 Reviews),Private,"Noida,Uttar Pradesh + 18 more",39 years old
4324,Exeltis,4.1,(145 Reviews),Private,Madrid + 23 more,20 years old
4325,Sophos Technolog...,3.9,(145 Reviews),Private,"Abingdon,United Kingdom + 5 more",38 years old
4326,Bajaj allianze g...,4.1,(145 Reviews),JV,Pune + 48 more,22 years old
4327,Vitesco Technolo...,4.3,(145 Reviews),Private,"Hannover,Lower Saxony + 3 more",18 years old
4328,BPO+,3.9,(144 Reviews),Private,Doha + 37 more,18 years old
4329,NAV Backoffice,3.2,(144 Reviews),Private,Jaipur + 2 more,32 years old
4330,Technofab Engine...,4.0,(144 Reviews),Public,"Delhi/NCR,Delhi + 16 more",52 years old
4331,Technocon Servic...,3.3,(144 Reviews),Private,"Kolkata,West Bengal + 19 more",41 years old
4332,GKB RX Lens,4.2,(144 Reviews),Private,"Kolkata,West Bengal + 18 more",64 years old
4333,Leayan Global,4.2,(144 Reviews),Private,"Kanpur,Uttar Pradesh + 29 more",18 years old
4334,Navneet Educatio...,3.7,(144 Reviews),Public,"Mumbai,Maharashtra + 23 more",64 years old
4335,Madhu Jayanti In...,3.9,(144 Reviews),Public,"Kolkata,West Bengal + 28 more",81 years old
4336,Ameex Technologi...,3.9,(144 Reviews),Private,"Schaumburg,Illinois + 2 more",16 years old
4337,M & M Financial ...,4.4,(144 Reviews),Public,Mumbai + 53 more,32 years old
4338,Dixcy Textiles,4.2,(144 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 28 more",39 years old
4339,Emerald Jewel In...,3.8,(144 Reviews),Public,"Coimbatore,Tamil Nadu + 7 more",39 years old
4340,Snowman Logistic...,4.3,(144 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 21 more",27 years old
4341,Emirates NBD,4.0,(144 Reviews),Public,"Dubai,Dubai + 8 more",60 years old
4342,Accurate Enginee...,3.6,(144 Reviews),"Pune,Maharashtra + 18 more",60 years old,51-200 Employees (India)
4343,L&T Infrastructu...,4.1,(144 Reviews),Chennai + 12 more,201-500 Employees (India),
4344,Borgwarner Emiss...,4.0,(144 Reviews),Private,"Auburn Hills,Michigan + 9 more",95 years old
4345,Hipad Technology...,4.0,(144 Reviews),Private,"Noida,Uttar Pradesh + 2 more",7 years old
4346,Solv,3.9,(144 Reviews),"Bangalore,Karnataka + 33 more",4 years old,201-500 Employees (India)
4347,Colourtex,4.1,(144 Reviews),Private,"Surat,Gujrat + 7 more",56 years old
4348,HDFC Credila Fin...,4.0,(144 Reviews),Private,"Mumbai,Maharashtra + 21 more",17 years old
4349,Accurate Enginee...,3.6,(144 Reviews),"Pune,Maharashtra + 18 more",60 years old,51-200 Employees (India)
4350,Daffodil Softwar...,3.8,(143 Reviews),Private,"Grandville,MI + 4 more",24 years old
4351,Oxford Universit...,3.6,(143 Reviews),Private,"Oxford,Oxfordshire + 24 more",545 years old
4352,Gap,3.8,(143 Reviews),Private,"Delhi/NCR,Delhi + 15 more",27 years old
4353,KK Spun Pipes,3.1,(143 Reviews),Private,"Faridabad,Haryana + 13 more",46 years old
4354,ILJIN AUTOMOTIVE,3.7,(143 Reviews),Seoul + 8 more,50 years old,
4355,Laxmi Civil Engi...,4.2,(143 Reviews),Private,"Kolhapur,Maharashtra + 30 more",23 years old
4356,Azure Hospitalit...,4.5,(143 Reviews),Private,"Delhi,NCT + 8 more",14 years old
4357,Massive Restaura...,3.9,(143 Reviews),Private,"Gurgaon,Haryana + 12 more",11 years old
4358,Franchise India ...,2.3,(143 Reviews),Public,"Faridabad,Haryana + 11 more",24 years old
4359,Patton Internati...,3.6,(143 Reviews),Private,"Kolkata,West Bengal + 2 more",33 years old
4360,Hawkins Cookers,3.8,(143 Reviews),Public,"Mumbai,Maharashtra + 21 more",64 years old
4361,Vishvaraj Infras...,4.1,(143 Reviews),Public,"Nagpur,Maharashtra + 25 more",24 years old
4362,MJ Biopharm,3.6,(143 Reviews),Private,"Mumbai,Maharashtra + 5 more",36 years old
4363,Dr Mohan's Diabe...,4.1,(143 Reviews),Proprietorship,"Chennai,Tamil Nadu + 26 more",32 years old
4364,COMSTAR AUTOMOTI...,3.8,(143 Reviews),Private,"Chengalpattu,Tamil Nadu + 3 more",24 years old
4365,Manipal Universi...,4.1,(143 Reviews),Private,"Manipal,Karnataka + 9 more",70 years old
4366,Vcare (India),4.1,(143 Reviews),Private,Chennai + 25 more,19 years old
4367,National Aerospa...,4.5,(143 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",64 years old
4368,Jaypee Hotels,3.9,(143 Reviews),Public,"Delhi/NCR,Delhi + 11 more",43 years old
4369,Noida Power Comp...,4.3,(143 Reviews),Private,Greater Noida + 4 more,30 years old
4370,Porteck India In...,4.0,(143 Reviews),Private,"Jericho,New York + 3 more",21 years old
4371,Grauer & Weil (i...,3.6,(143 Reviews),Public,"Mumbai,Maharashtra + 16 more",66 years old
4372,KNR Construction...,4.1,(143 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 27 more",28 years old
4373,Applus Velosi,4.0,(143 Reviews),Private,Abu Dhabi + 14 more,41 years old
4374,Gujarat Narmada ...,4.2,(143 Reviews),Private,Bharuch + 10 more,47 years old
4375,Al Fara'a Group,3.6,(143 Reviews),Private,"Al Ain,Abu Dhabi + 9 more",43 years old
4376,Unilog Content S...,3.4,(143 Reviews),Private,"Wayne,Pennsylvania + 3 more",25 years old
4377,ETV Network,3.7,(143 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",28 years old
4378,Childline India ...,4.5,(143 Reviews),Private,New Delhi + 51 more,27 years old
4379,Velnik India,3.2,(143 Reviews),Private,"Indore,Madhya Pradesh + 23 more",6 years old
4380,4B Networks,2.5,(143 Reviews),"Mumbai,Maharashtra + 11 more",501-1k Employees (India),
4381,British Airways,3.4,(142 Reviews),Private,"Harmondsworth,Greater London + 5 more",104 years old
4382,Samsung SDS,3.5,(142 Reviews),Private,Seoul + 11 more,38 years old
4383,ICPA Health Prod...,3.2,(142 Reviews),Public,"Mumbai,Maharashtra + 20 more",40 years old
4384,RAKS Pharma,3.9,(142 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 5 more",15 years old
4385,Indian Council o...,4.0,(142 Reviews),Private,New Delhi + 37 more,94 years old
4386,Tirupati Medicar...,4.1,(142 Reviews),"Paonta Sahib,Himachal Pradesh + 10 more",18 years old,1k-5k Employees (India)
4387,Geo Chem Laborat...,3.6,(142 Reviews),Private,"Mumbai,Maharashtra + 16 more",59 years old
4388,Green Park Hotel...,4.0,(142 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",32 years old
4389,Internshala,4.0,(142 Reviews),Private,"Gurgaon,Haryana + 16 more",13 years old
4390,TCS e-Serve Inte...,3.8,(142 Reviews),Private,Mumbai + 21 more,5k-10k Employees (India)
4391,Galgotias Univer...,3.1,(142 Reviews),Private,"Greater Noida,Uttar Pradesh + 6 more",12 years old
4392,Li & Fung,4.0,(142 Reviews),Private,Kowloon + 9 more,117 years old
4393,BLS Internationa...,3.4,(142 Reviews),Public,"Delhi/NCR,New Delhi + 34 more",40 years old
4394,Sun Direct TV,4.2,(142 Reviews),Private,"Chennai,Tamil Nadu + 35 more",16 years old
4395,Precision Camsha...,3.0,(142 Reviews),Public,"Solapur,Maharashtra + 1 more",31 years old
4396,HostBooks,3.9,(142 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",14 years old
4397,C-quel Managemen...,4.4,(142 Reviews),Kolkata + 12 more,23 years old,11-50 Employees (India)
4398,Celebi Delhi Car...,3.9,(142 Reviews),Istanbul,65 years old,5k-10k Employees (India)
4399,Adda 247,3.6,(142 Reviews),Private,"Gurgaon,Haryana + 11 more",7 years old
4400,Bright Life Care,4.2,(142 Reviews),Private,"Gurgaon,Haryana + 29 more",12 years old
4401,Indo Rama Synthe...,3.9,(142 Reviews),Public,"Gurgaon/Gurugram,Haryana + 8 more",37 years old
4402,Jaiprakash Power...,3.9,(142 Reviews),Public,Noida + 10 more,29 years old
4403,EagleBurgmann,3.8,(142 Reviews),Private,Wolfratshausen + 14 more,139 years old
4404,Mytrah Energy,3.8,(142 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",14 years old
4405,Fashion TV,4.2,(142 Reviews),Paris + 4 more,51-200 Employees (India),
4406,Star Hospitals,4.0,(142 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",18 years old
4407,Qinecsa Solution...,2.8,(142 Reviews),,,
4408,Henkel,4.0,(141 Reviews),Private,"Mumbai,Maharashtra + 20 more",58 years old
4409,Uttam Value Stee...,4.0,(141 Reviews),Public,Mumbai + 5 more,49 years old
4410,Azim Premji Foun...,4.4,(141 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 30 more",22 years old
4411,Balasore Alloys,3.8,(141 Reviews),Public,"Balasore,Odisha + 8 more",39 years old
4412,Axles India,3.9,(141 Reviews),Private,"Chennai,Tamil Nadu + 11 more",42 years old
4413,ITCube Solutions,3.5,(141 Reviews),Private,"Pune,Maharashtra + 4 more",20 years old
4414,Savex Technologi...,4.4,(141 Reviews),Mumbai + 35 more,37 years old,1k-5k Employees (India)
4415,Henkel,4.0,(141 Reviews),Private,"Mumbai,Maharashtra + 20 more",58 years old
4416,AvenData GmbH,3.6,(141 Reviews),Berlin,51-200 Employees (India),
4417,Biostadt,4.6,(141 Reviews),Private,"Mumbai,Maharashtra + 38 more",20 years old
4418,Claritus Managem...,4.7,(141 Reviews),Private,"Noida,Uttar Pradesh + 3 more",15 years old
4419,Inland World Log...,3.5,(141 Reviews),Private,"Mumbai,Maharashtra + 34 more",41 years old
4420,Pramati Technolo...,4.3,(141 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",25 years old
4421,BPL Medical Tech...,4.2,(141 Reviews),Private,Bangalore + 20 more,56 years old
4422,Trimble,4.5,(141 Reviews),Private,"Sunnyvale,California + 9 more",45 years old
4423,AMBUJANEOTIA,4.1,(141 Reviews),"Kolkata,West Bengal + 7 more",33 years old,501-1k Employees (India)
4424,Rehau Polymers,3.8,(141 Reviews),Private,Singapore + 11 more,26 years old
4425,SPIE Oil & Gas S...,4.1,(141 Reviews),Private,"Cergy,Val Doise + 11 more",19 years old
4426,Ajay Industrial ...,3.9,(141 Reviews),Private,"Ghaziabad,Uttar Pradesh + 24 more",62 years old
4427,King George's Me...,4.4,(141 Reviews),Private,Lucknow + 7 more,118 years old
4428,Century Enka,4.2,(141 Reviews),Public,Pune + 8 more,58 years old
4429,OmniActive Healt...,3.8,(141 Reviews),Public,"Mumbai,Maharashtra + 8 more",19 years old
4430,Weizmann Forex,3.8,(141 Reviews),Public,"Mumbai,Maharashtra + 30 more",30 years old
4431,Paladion Network...,4.0,(141 Reviews),Private,"Bangalore,Karnataka + 4 more",23 years old
4432,Prochant,3.3,(141 Reviews),Private,"Chennai,Tamil Nadu + 4 more",24 years old
4433,Anlage Infotech,4.0,(141 Reviews),Private,"Mumbai,Maharashtra + 11 more",27 years old
4434,Atomberg Technol...,4.3,(141 Reviews),Private,"Mumbai,Maharashtra + 22 more",11 years old
4435,The Pride Hotel,4.3,(141 Reviews),Private,"Mumbai,Maharashtra + 18 more",48 years old
4436,Baazar Style Ret...,3.9,(141 Reviews),Private,Howrah + 27 more,10 years old
4437,India Yamaha Mot...,3.8,(141 Reviews),Chennai + 16 more,1k-5k Employees (India),
4438,Ceat Specialty T...,4.0,(141 Reviews),Private,Mumbai + 15 more,99 years old
4439,Prochant,3.3,(141 Reviews),Private,"Chennai,Tamil Nadu + 4 more",24 years old
